"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00180","","ç»_22çŒ","","1,331","-","9","27","119","296","193","158","119","93","67","53","27","22","20","18","21","13","11","10","6","6","4","4","5","3","1","1","3","1","-","4","-","3","2","1","1","-","1","1","3","1","-","-","1","2","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00190","","ç»_23çŒ","","1,822","2","4","13","30","135","442","267","206","139","119","91","68","64","34","31","26","19","16","15","18","10","9","10","7","7","6","4","5","3","1","5","2","1","-","2","2","1","-","1","-","-","1","4","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00200","","ç»_24çŒ","","2,292","-","1","7","35","42","184","489","324","262","208","145","108","79","61","66","46","41","33","19","16","11","11","11","18","12","12","6","5","7","3","5","5","3","-","2","2","2","-","1","3","1","1","3","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00210","","ç»_25çŒ","","3,098","1","-","4","14","29","99","250","661","457","300","250","183","140","119","86","63","62","59","51","38","30","32","24","24","18","18","14","8","5","9","3","8","3","5","3","2","2","4","5","3","4","1","-","1","1","1","1","1","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00220","","ç»_26çŒ","","3,675","-","-","-","11","26","48","137","345","821","538","355","264","185","184","142","106","83","54","63","47","40","44","21","24","19","19","13","15","11","9","11","8","6","6","-","1","1","2","3","1","2","-","-","-","-","1","2","2","1","-","1","1","1","-","1","-","-","-","-","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00230","","ç»_27çŒ","","4,108","-","1","2","4","14","38","70","146","415","894","583","363","301","224","193","158","107","104","79","54","56","53","33","33","23","22","16","20","8","13","12","13","9","7","5","6","3","1","5","-","1","5","-","4","2","2","1","2","-","-","-","-","2","-","-","-","1","-","-","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00240","","ç»_28çŒ","","4,602","-","1","2","3","5","37","52","98","176","421","1,000","638","411","327","240","190","185","149","103","80","72","67","46","53","42","29","26","18","28","15","16","14","11","5","6","2","5","3","3","6","2","3","1","2","1","-","1","2","-","-","1","-","1","-","-","2","-","-","-","-","-","-","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00250","","ç»_29çŒ","","4,699","1","1","1","3","9","12","38","63","121","195","443","993","584","420","338","262","201","157","131","140","103","83","57","66","46","26","29","23","21","16","20","16","15","16","4","7","6","11","-","1","2","-","2","1","-","3","4","4","2","1","-","-","-","-","-","1","-","-","-","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00260","","ç»_30çŒ","","4,571","-","-","-","3","8","7","24","45","95","140","206","440","903","555","372","305","240","204","186","145","105","103","85","56","65","33","35","33","30","25","6","23","16","18","14","7","10","5","3","1","5","3","2","1","-","3","-","1","-","1","-","-","1","-","1","-","-","1","-","-","-","-","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00270","","ç»_31çŒ","","4,545","-","-","1","4","2","10","22","21","40","104","145","223","415","826","529","399","290","262","206","163","135","124","115","74","80","52","34","40","40","37","17","23","18","14","15","11","8","7","4","5","3","5","3","4","2","3","3","2","-","1","-","-","-","2","-","2","-","-","-","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00280","","ç»_32çŒ","","4,507","-","-","2","2","2","6","10","19","43","67","95","159","228","391","813","527","347","297","233","199","178","128","130","95","84","81","67","64","42","29","25","21","20","17","16","11","6","8","7","4","5","8","1","1","3","2","2","3","1","2","-","1","-","-","1","1","-","1","-","1","-","-","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00290","","ç»_33çŒ","","4,190","-","-","-","-","-","5","8","10","24","54","71","108","124","224","402","697","503","309","289","230","197","133","128","118","85","74","64","48","45","47","34","26","24","12","16","10","14","9","7","7","7","3","5","2","3","1","1","1","4","2","1","1","2","-","-","-","-","-","1","-","-","-","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00300","","ç»_34çŒ","","4,154","-","-","-","-","3","1","5","13","23","40","44","66","92","132","199","371","680","470","318","281","244","195","152","114","109","113","78","66","53","46","47","34","29","18","17","20","16","14","5","4","3","4","5","2","-","1","3","4","2","1","1","4","1","2","2","2","-","1","1","1","-","1","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00310","","ç»_35çŒ","","3,917","-","-","-","-","2","6","6","5","13","36","20","55","69","97","122","198","310","641","414","310","263","220","204","149","121","115","83","76","61","44","52","41","35","24","22","16","17","20","5","9","4","8","3","3","3","1","3","1","1","1","-","2","-","2","1","-","-","-","1","-","-","1","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00320","","ç»_36çŒ","","3,867","-","-","-","1","-","1","8","11","16","25","18","48","65","72","98","148","161","335","552","433","315","274","231","153","129","127","116","77","75","71","51","52","49","22","24","14","8","8","10","7","9","4","9","5","5","1","5","5","1","2","-","1","2","1","2","1","1","2","2","2","-","-","2","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00330","","ç»_37çŒ","","4,087","-","-","1","-","3","-","7","2","14","19","21","28","35","66","76","108","122","168","286","679","430","333","250","270","195","154","131","97","103","78","63","66","49","39","42","21","27","17","15","14","3","9","10","5","4","3","5","2","2","-","2","1","-","3","2","1","1","2","-","-","-","-","3","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00340","","ç»_38çŒ","","4,047","-","-","-","1","-","2","7","4","9","11","18","30","26","30","54","61","95","126","168","322","628","406","345","281","237","202","160","139","95","90","84","64","52","38","48","29","34","24","20","12","11","11","4","10","2","13","5","7","5","1","5","2","3","3","2","3","3","2","-","1","-","1","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00350","","ç»_39çŒ","","3,924","-","-","-","-","-","1","3","1","3","9","14","18","25","29","53","69","70","114","133","164","325","566","394","330","271","210","200","171","133","97","93","62","60","53","52","31","31","25","11","20","12","14","13","7","5","4","4","4","3","3","2","2","2","-","1","2","2","1","-","-","-","-","2","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00360","","ç»_40çŒ","","3,844","-","-","-","-","1","1","1","7","2","6","4","16","18","24","27","33","44","68","108","133","176","253","597","454","306","268","220","170","142","118","119","80","89","53","54","33","38","28","34","23","13","12","8","8","6","7","4","7","4","4","4","-","2","1","1","6","2","1","2","1","1","-","2","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00370","","ç»_41çŒ","","3,671","-","-","-","-","-","1","-","4","5","4","4","12","10","16","20","34","36","44","60","103","125","192","318","528","375","289","239","223","183","148","127","99","91","72","49","37","43","34","25","10","14","18","12","6","12","5","4","8","7","2","2","2","5","4","2","3","-","1","-","1","1","2","-","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00380","","ç»_42çŒ","","3,651","-","-","-","-","-","3","3","2","4","3","6","4","11","16","21","28","31","35","55","77","80","141","189","283","548","377","274","229","211","178","141","134","105","79","63","57","43","34","33","25","22","13","12","12","8","7","8","6","5","7","6","1","1","4","3","5","1","3","2","-","-","1","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00390","","ç»_43çŒ","","3,554","-","-","-","2","1","-","1","1","7","7","3","4","8","11","11","12","28","30","36","51","73","64","108","173","277","502","374","293","246","214","189","160","155","100","68","52","62","45","30","25","25","22","18","9","11","10","4","4","1","6","6","2","2","-","1","2","1","1","2","1","1","-","2","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00400","","ç»_44çŒ","","3,439","-","-","-","1","-","-","-","3","3","3","3","6","5","9","12","11","11","26","24","37","48","67","83","130","146","259","488","352","269","247","211","180","150","118","99","80","72","52","39","38","22","21","25","15","10","8","9","6","6","6","4","6","1","2","1","3","3","4","1","-","-","1","3","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00410","","ç»_45çŒ","","3,531","-","-","-","1","-","-","-","1","-","8","4","8","4","10","9","10","18","16","18","26","35","51","63","87","142","167","277","494","370","330","257","192","200","128","123","81","80","58","63","33","26","31","19","16","15","8","10","4","10","4","3","4","1","2","4","3","-","2","2","-","-","1","2","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00420","","ç»_46çŒ","","3,322","-","-","-","-","-","1","-","1","1","1","3","3","6","5","7","9","8","21","11","20","27","40","43","66","80","117","173","277","482","326","259","234","232","177","138","97","81","90","68","36","31","34","16","20","11","11","9","8","8","5","1","7","7","2","3","2","3","1","2","-","-","-","1","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00430","","ç»_47çŒ","","3,260","-","-","-","-","-","1","1","1","2","1","2","2","2","6","4","4","8","10","13","17","30","28","32","45","67","89","124","166","256","493","346","290","221","193","160","138","95","90","74","51","38","22","23","23","12","15","7","9","10","4","3","6","4","3","4","2","2","2","4","-","-","1","4","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00440","","ç»_48çŒ","","3,239","-","-","-","-","-","-","-","-","1","-","4","3","1","4","1","3","5","9","13","5","16","15","33","48","38","57","85","115","165","227","500","368","297","247","216","167","111","102","79","50","41","34","28","23","21","18","20","14","3","11","6","8","4","5","4","3","2","3","1","-","-","1","4","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00450","","ç»_49çŒ","","3,299","-","-","-","-","1","-","-","1","-","2","3","1","4","4","1","1","7","8","9","13","14","16","31","35","33","34","60","86","121","168","275","502","382","304","248","186","148","138","84","67","62","38","45","33","25","18","13","13","4","7","6","5","8","5","5","2","10","4","3","1","3","-","2","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00460","","ç»_50çŒ","","3,102","-","-","-","-","-","1","-","-","2","2","1","-","-","-","1","-","3","4","10","9","8","17","14","28","32","24","50","62","74","110","176","266","458","361","267","202","181","172","148","84","68","57","42","33","31","23","12","12","10","3","3","8","6","4","5","4","2","3","2","2","2","1","2","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00470","","ç»_51çŒ","","3,021","-","-","-","-","-","-","-","-","1","-","-","-","1","3","2","6","3","3","2","8","10","17","14","14","13","23","37","47","59","78","104","149","254","473","332","270","211","162","145","108","92","89","52","50","38","31","21","19","22","14","6","4","7","2","10","4","4","1","1","-","1","-","4","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00480","","ç»_52çŒ","","2,706","-","-","-","-","-","-","-","-","-","-","4","-","-","1","3","2","3","7","2","7","4","5","9","12","11","21","30","36","41","64","70","90","154","221","395","298","226","207","171","117","88","76","67","42","39","30","34","19","11","17","6","12","4","11","4","9","6","2","11","1","1","2","3","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00490","","ç»_53çŒ","","2,433","-","-","-","-","-","-","-","-","-","-","-","1","1","1","1","1","1","1","1","6","2","4","6","8","17","16","23","17","35","40","57","88","86","133","200","339","259","208","184","118","114","97","72","60","47","37","22","16","15","18","11","9","5","13","8","8","3","11","1","3","2","4","3","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00500","","ç»_54çŒ","","2,177","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","2","2","4","3","1","2","1","1","3","4","13","17","12","28","18","38","48","59","91","103","172","305","236","196","167","117","120","103","80","39","34","29","19","19","12","11","11","12","-","9","7","4","7","4","3","2","-","7","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00510","","ç»_55çŒ","","1,985","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","1","2","4","2","1","1","6","7","6","10","10","18","21","30","55","55","69","94","159","297","201","158","126","130","132","88","63","48","41","22","23","21","11","12","9","8","5","3","7","6","7","5","1","1","7","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00520","","ç»_56çŒ","","1,763","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","2","2","2","1","5","9","6","9","8","11","20","20","29","46","66","57","79","138","222","194","137","155","109","93","75","62","29","34","26","20","14","12","10","9","5","9","7","9","5","5","2","1","7","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00530","","ç»_57çŒ","","1,496","-","-","-","-","-","-","-","-","1","2","-","-","-","1","-","1","1","1","-","-","1","1","4","4","2","2","5","5","5","6","7","20","27","29","36","44","50","77","93","199","150","146","129","105","83","55","36","38","26","15","16","10","6","14","5","7","4","9","7","4","1","2","4","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00540","","ç»_58çŒ","","1,216","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","2","1","-","2","3","3","3","2","7","6","6","7","13","13","17","26","28","34","41","45","101","127","139","114","110","71","59","41","54","21","24","15","10","15","6","11","9","4","3","6","4","-","1","10","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00550","","ç»_59çŒ","","1,169","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","1","1","1","1","3","5","4","5","6","2","5","18","13","27","16","18","34","37","45","89","156","146","100","94","72","58","54","36","20","19","16","11","9","7","7","10","4","6","2","1","1","7","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00560","","ç»_60çŒ","","1,080","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","1","-","-","-","-","-","1","-","2","1","-","2","-","3","3","5","9","3","11","17","15","25","28","35","47","72","157","148","119","76","63","54","34","33","17","16","11","6","11","6","13","9","8","1","5","1","10","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00570","","ç»_61çŒ","","950","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","1","3","3","1","2","2","10","11","12","16","21","18","21","23","33","80","135","94","99","81","67","43","34","33","22","12","15","9","10","12","7","3","4","4","1","6","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00580","","ç»_62çŒ","","808","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","1","1","-","-","-","1","-","-","-","2","1","4","3","4","8","8","10","11","12","9","20","31","41","62","104","81","75","61","54","39","25","36","19","17","12","9","9","10","8","4","4","3","7","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00590","","ç»_63çŒ","","708","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","1","-","-","-","-","2","-","-","1","3","-","-","1","3","2","1","2","4","4","7","11","5","11","10","14","20","26","62","92","81","65","53","41","44","32","20","21","14","10","15","7","5","3","3","2","8","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00600","","ç»_64çŒ","","609","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","1","-","-","-","-","2","1","1","2","1","-","-","1","1","1","5","4","6","9","10","4","16","16","21","50","96","75","50","47","29","38","27","19","14","12","11","11","5","5","5","2","9","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00610","","ç»_65çŒ","","633","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","2","2","1","2","3","6","2","2","6","7","9","13","15","19","39","75","68","73","44","57","42","29","28","21","21","10","13","7","1","2","12","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00620","","ç»_66çŒ","","492","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","2","-","2","2","7","3","2","7","4","9","11","14","18","42","64","52","50","43","18","21","29","29","17","10","12","10","3","2","6","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00630","","ç»_67çŒ","","447","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","1","2","1","1","3","2","7","6","5","6","9","16","34","61","57","44","33","30","29","26","15","17","18","7","5","4","6","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00640","","ç»_68çŒ","","436","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","1","-","-","1","-","1","1","3","4","2","-","2","11","12","20","26","58","56","38","38","32","30","23","21","25","9","2","3","15","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00650","","ç»_69çŒ","","342","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","1","-","2","2","2","3","-","7","4","3","4","9","8","14","15","41","42","31","36","33","21","18","13","9","5","1","15","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00660","","ç»_70çŒ","","368","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","2","-","2","1","1","-","1","7","3","6","8","11","14","36","47","34","39","35","21","31","18","19","4","5","20","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00670","","ç»_71çŒ","","328","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","1","1","-","1","1","1","1","2","1","-","1","4","5","4","13","12","34","30","36","50","30","31","24","17","8","3","15","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00680","","ç»_72çŒ","","336","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","1","1","2","-","5","3","4","2","3","11","7","24","28","44","32","40","29","30","30","11","5","22","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00690","","ç»_73çŒ","","335","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","2","3","-","3","-","2","6","4","4","13","9","5","15","34","41","45","29","33","21","13","9","43","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00700","","ç»_74çŒ","","329","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","2","-","1","2","-","2","8","10","10","13","21","27","34","47","42","40","18","10","41","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00710","","ç»_75çŒ","","364","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","3","2","-","-","3","2","4","1","5","7","3","6","8","16","19","42","40","39","37","30","21","75","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00720","","ç»_76çŒ","","294","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","2","-","3","3","-","2","1","7","7","15","10","19","29","47","33","24","14","75","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00730","","ç»_77çŒ","","235","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","-","2","-","1","1","4","1","2","2","5","4","3","7","14","14","18","31","21","22","81","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00740","","ç»_78çŒ","","126","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","3","1","2","2","6","5","8","10","10","14","11","52","-"
"10310","","ó£ç•åèêîÅyåèÅz","2024000000","","2024îN","00750","","ç»_79çŒ","","129","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","1","-","-","1","1","1","2","1","4","4","10","7","5","9","13","68","-"
